query,doc,label
rec.autos,"For Sale:  Fitted car cover specifically for '91',92,'93 MR-2.  Top of the line Evolution-3 [TM] fabric. Used for less than 6 months. The cover is in excellent condition-no rips, cuts, stains or other blemishes. It has grommets for a locking cable. The color is silver.  Price: $90 f.o.b. will ship collect   please contact wchutt@monsanto.com  or phone at",1
rec.autos," Mine works great, so far...... ",0
comp.sys.mac.hardware," Mine works great, so far...... ",1
comp.sys.mac.hardware,"I'd like to share my thoughts on this topic of ""arrogance of Christians"" and look forward to any responses.  In my encounters with Christians, I find myself dismayed by their belief that their faith is total truth.  According to them, their beliefs come from the Bible and the bible is the word of God and God is truth - thus they know the truth.  This stance makes it difficult to discuss other faiths with them and my own hesitations about Christianity because they see no other way. Their way is the 'truth.'  But I see their faith arising from a willful choice to believe a particular way.  That choice is part faith and part reason, but it seems to me a choice.  My discussions with some Christians remind me of schoolyard discussions when I was in grade school:  A kid would say, ""All policemen are jerks!""  I'd ask, ""How do you know?""  ""Because my daddy told me so!""  ""How do you know you're daddy is right?""  ""He says he's always right!""  Well the argument usually stops right there.  In the end, aren't we all just kids, groping for the truth?  If so, do we have the authority to declare all other beliefs besides our own as false?  -------------  This is only my third time browsing through this newsgroup.  I apologize if I'm covering tired old ground.  Some of the discussions on this topic have piqued my interest and I welcome any comments.  --   [I'm sort of mystified about how a Christian might respond to this.  I can understand criticisms of Christianity that say there's not enough evidence to believe it, or that there's just as good evidence for other religions.  I don't agree, but clearly there are plenty of intelligent people who don't find the evidence convincing.  But that doesn't seem to be your point.  Rather, you seem upset that people who believe Christianity is true also believe that things which contradict it are false.  This suggests a model of spiritual things that's rather different than the Christian one.  It sounds more like an existentialist view, where people choose what value to follow, but there's no actual independent spiritual reality, and so no way to say that a specific choice is in some unique sense right.  This sort of model -- with modifications of one sort or another -- may be appropriate for some religions.  But Christianity is in its essense a ""historical"" religion.  That is, it's based on the concept that there are actual spiritual entities out there, that one of them has intervened in history in specific ways, and that we see evidence of that in history.  In the ""mundane"" world, we are not free to choose how things work.  When we drop something, it falls (aside from well-defined situations where it doesn't).  The Christian concept is that spiritual matters, there is also an actual external reality.  I hope we're all honest enough not to claim that we have perfect understanding.  But while we may not think we know everything, we are confident that we know some things.  And that implies that we think things that contradict them are false.  I don't see how else we could proceed.  This needn't result in arrogance.  I'm certainly interested in talking with people of other religions.  They may have things to teach me, and even if they don't, I respect them as fellow human beings.  But it's got to be possible to respect people and also think that on some matters they are wrong.  Maybe even disasterously wrong.",0
talk.politics.mideast,"WASHINGTON - A stark reminder of the Holocaust--a speech by Nazi  SS leader Heinrich Himmler that refers to ""the extermination of the Jewish race""--went on display Friday at the National Archives. 	The documents, including handwritten notes by Himmler, are among the best evidence that exists to rebut claims that the Holocaust is a myth, archivists say. 	""The notes give them their authenticity,"" said Robert Wolfe, a supervisory archivist for captured German records.  ""He was supposed to destroy them.  Like a lot of bosses, he didn't obey his own rules."" 	The documents, moved out of Berlin to what Himmler hoped would be a safe hiding place, were recovered by Allied forces after World War II from a salt mine near Salzburg, Austria. 	Himmler spoke on Oct.4, 1943, in Posen, Poland, to more than 100 German secret police generals.  ""I also want to talk to you, quite frankly, on a very grave matter.  Among ourselves it should be mentioned quite frankly, and yet we will never speak of it publicly. I mean the clearing out of the Jew, the extermination of the Jewish race.  This is a page of GLORY in our history which has never been written and is never to be written.""  [Emphasis mine--rje] 	The German word Himmler uses that is translated as ""extermination"" is *Ausrottung*. 	Wolfe said a more precise translation would be ""extirpation"" or ""tearing up by the roots."" 	In his handwritten notes, Himmler used a euphemism, ""Judenevakuierung"" or ""evacuation of the Jews.""  But archives officials said ""extermination"" is the word he actually spoke--preserved on an audiotape in the archives. 	Himmler, who oversaw Adolf Hitler's ""final solution of the Jewish question,"" committed suicide after he was arrested in 1945. 	The National Archives exhibit, on display through May 16, is a preview of the opening of the United States Holocaust Memorial Museum here on April 26. 	The National Archives exhibit includes a page each of Himmler's handwritten notes, a typed transcript from the speech and an offical translation made for the Nuremberg war crimes trials.  	---From p.A10 of Saturday's L.A. Times, 4/17/93 	(Associated Press)",1
talk.politics.mideast,"   I'll have to disagree with you on this one. I think Vancouver will go as Bure goes, and if he continues on his goal scoring slump, then they won't even make it out of the first round. I think the Kings will make it out of the first round, regardless of who they play. They seem to be doing pretty well, even with that bad game against Minnesota on Saturday. I think it'll be either Calgary or Los Angeles to win the Smythe (i.e. go on to the conference finals). ",0
talk.politics.guns,"    Currently, there is a bill before the Texas legislature that would make it legal for some ordinary folks to carry concealed weapons.  I don't have the details, sorry.  semper fi,",1
talk.politics.guns,"=>There is a free unix, linux, that has cc, ~c++, fortran ( f2c ), =>Xwindows and many other features besides, with a large number of utilities =>that can be optionally added. And there is also a free 386BSD I believe. =>Both these unix's are quite robust. You can check out comp.os.linux  i dunno about linux, but for 386bsd, don't forget networking (well tested, at that), NFS, a fast, incredibly stable filesystem, and the list goes on...  8-)  for us 386bsd folk, look in comp.os.386bsd.*.     chris moderator of comp.os.386bsd.announce, anti-politician, and sometime evangelist -- Chris G. Demetriou                                    cgd@cs.berkeley.edu",0
comp.graphics,"       Yes, please create the group alt.raytrace soon!! I'm hooked on pov. geez. like I don't have anything better to do.... OH!! dave letterman is on... ",1
comp.graphics,"Hi,  I just bought a Mitsumi CD-ROM drive and a SB Pro soundcard.  The pin outs on the CD-ROM line-out and the SB Pro CD-IN are not the same.  I am considering taking the RCA output jacks on the Mitsumi interface card and routing them to the line-in input on the SB Pro.  Will this work with multi-media software that uses the CD-ROM and the SB Pro or do I need to go to the CD-IN pins on the SB-Pro.  Thanks,  John  -------------------------------------------------------------------------------",0
comp.sys.mac.hardware," This is completely false.   This is also false. What you need for multisession capability is multisession capability -- which is based on the firmware and electronics, not the drive speed. I'll admit, though, that I have not seen a multisession capable drive that isn't double speed.   The above (1 & 2), proves 3 to be false.  The Apple CD300 is an excellent double-speed multi-session PhotoCD capable drive. So are drives based on the slightly-faster Toshiba XM3401. Some companies selling such drives are: Spin Peripherals (a bargain at $499) and PLI (a company I hate) and Relax Technologies (a company I know little about other than that they are  a longtime player in Mac mailorder, which is usually a good sign). The NEC CDR74 is also a good choice (NEC's own mechanism, I think). ClubMac sells it for around $619.   Your welcome, ooh but now I see your from Germany. Most of the mailorder info does you little good, I guess. If not: Spin Peripherals -- 800-466-1200 Club Mac         -- 800-258-2622 Relax Tech       -- 510-471-6112  Nothing wrong with the Apple, though, which is based on a Sony mechanism and speed-identical to the NEC. The Toshiba's speed advantage is very slight: 20% in average access time (a minor plus) and 10% in data transfer rate (a slightly more important plus).",1
comp.sys.mac.hardware,"I was posting to Alt.locksmithing about the best methods for securing  a motorcycle.  I got several responses referring to the Cobra Lock (described below).  Has anyone come across a store carrying this lock in the Chicago area?  Any other feedback from someone who has used this?  Thanks for any info.,  Steve   ",0
comp.os.ms-windows.misc,"=>There is a free unix, linux, that has cc, ~c++, fortran ( f2c ), =>Xwindows and many other features besides, with a large number of utilities =>that can be optionally added. And there is also a free 386BSD I believe. =>Both these unix's are quite robust. You can check out comp.os.linux  i dunno about linux, but for 386bsd, don't forget networking (well tested, at that), NFS, a fast, incredibly stable filesystem, and the list goes on...  8-)  for us 386bsd folk, look in comp.os.386bsd.*.     chris moderator of comp.os.386bsd.announce, anti-politician, and sometime evangelist -- Chris G. Demetriou                                    cgd@cs.berkeley.edu",1
comp.os.ms-windows.misc,"Lovely arguments.  But do we write about historical ownership of any place - Palestine, Pakistan, Cyprus, Aegean Islands (and the oil that may lie beneath them), whatever - for any reason other than justification for stomping others?  DOES IT TRULY MATTER whose ancestor lived where 20, 200, or 2000 years ago?  More than how you treat the land and each other?  Who is wise enough to decree that a person's right to life, liberty and pursuit of happiness in a particular place depends on accidents of birth?  Who can even be sure about the precise tracks of the sperm that birthed the people we wish to despise?  IMHO, the American Indians have it right.  We belong to the earth, it does not belong to us.  Failure to understand that is a good way to cause lossage all the way around.  My guess is that once we trash our environment sufficiently we shall die along with it - the baby eating and killing its mother, then dying for lack of milk.  Death and disease do not respect national boundaries, not as toxins, disease vectors,  lost farmland/wetlands/forest cover/water supplies, nor any other way.  When we fight over which national group owns which piece of turf, we are merely contending for the best vantage point from which to kill others, ""our"" land and eventually ourselves.  That is something of which to be proud.  Very proud.  Makes me glad to be human.   I'm not mindlessly rejecting all nationalism.  Maybe it's fair to ask whether a recent immigrant deserves a share of the infrastructure that all _my_ ancestors (hah!) labored to produce.  But it's an artificial distinction: is the recent immigrant, even a refugee, less likely to contribute to the next generation's legacy than anyone else?  [In history the reverse is often the case: recent immigrants strive hardest.  If nothing else, they fill open eco(l/n)ogic niches.]  Then again, my tribe is infinitely better than your tribe, so I can understand you all have nothing but plot to knock me off.  While I, of course, will make sure it doesn't happen, even if I must shoot Muslim infants (or bash Jewish ones against the walls of schoolhouses) to do so.  That'll prove my moral superiority, by golly, as well as the rightness of my cause.   Clearly, there is no higher purpose in life than killing others because they are not like you.  I would never get in the way of such fun.  Let's see:   	soc.culture.turkish - Why don't you Turks go back to Lake 		Baikal where you came from, and leave the land to the 		Greeks, who stole it fair and square from the 		Scythians? 	soc.culture.pakistan - Why don't you guys redistribute 		yourselves over India, as God meant for you to do? 	soc.culture.jewish, soc.culture.arabic - we stick together, 		fight together, die together.  We are brothers, and 		inseparable. 	talk.politics.mideast - oh well, had to be there.  Oded [Planning on being a Scythian irredentist, as soon as I finish my present assignment.]   P.S.:	I can't get a semi-decent death threat anymore?",0
comp.windows.x,"I'm a Solaris 2.1 user with a classic workstation.  I have compiled xfig 2.1.7 version with -DOPENWIN flag to use it with  openwindows, but when i run it, the program runs and runs and runs (15 minutes) and never is ready to work with it. The labels are not completed and i can't push any button.  I have no problem if i does not run the openwindows but X.  Any solution?  Thanks in advance and excuse for my english. --   ------------------------------- Pedro Antonio Acebes Bayon E-mail: pacebes@cozuelos.tid.es",1
comp.windows.x," I really didn't mean to imply that my Ninja was any better than a Duc.   I have to talked to a few Duc owners (750SS owners in particular) who say that the power is something less than overwhelming.  That said, I would love to have a 900SS.  I guess I should have been a bit more specific.  If you have something that weighs that same as the 750, go  for the extra cubes.    I think that fact that I own a GTV-6 shows that I don't care about maximum power (it's no slug though) to the exclusion of everything else.  The note  and the handling are more important to me.  I just bought a Ninja because I  couldn't afford a Duc.  Didn't mean to ruffle any feathers, I'll probably be getting a 900SS next year...  - Mark  ------------------------------------------------------------------------ Mark S. Burnham (markb@wc.novell.com) AMA#668966  DoD#0747  Alfa Romeo GTV-6                             '90 Ninja 750",0
talk.politics.guns,"If anyone is keeping a list of the potential contributors,  you can put me down for $1000.00 under the conditions above",1
talk.politics.guns,"I am happy to announce the first public release of the bit program,    an INTERACTIVE, FULL COLOR image viewer and editor based on SGI GL.    Besides typical touchup tasks, such as crop, rotate, smooth, etc,    bit offers some unique features not available in similar programs,    such as text and vector support and the separation of text and image.     The following is the relevant sections from the man page.     -----------------------------------------------------------------  Pre-Release of May, 1993                                       BIT(1L)  NAME    bit - Bitmap Image Touchup for SGI Workstations  DESCRIPTION   bit is an interactive full color image viewer and editor based on   Silicon Graphics GL. As a full color program, bit handles images of both   24bits and color index in a natural and efficient manner.    As an image viewer, bit allows list of images to be displayed in their   original type (24bits or color index) in any order and in any of the   many built-in styles of display. You can walk up and down the list using   mouse and keyboard, or you can let bit do the walk for you (The   SlideShow).  With the pan and zoom features, large images can be viewed   in full without being limited by the window or screen size.    As an image editor, bit performs a large number of image editing and   processing tasks accurately and efficiently. It keeps information loss   at any stage of the editing process at an absolute minimum by performing   subpixel sampling automatically while conserving the input image type   whenever possible to avoid unnecessary promotion and/or quantization of   input images. You can also cut a piece of an image and paste it into   another.  In addition, arbitrarily colored and sized text and simple   geometric figures can be rendered on top of an image for annotation with   the option to make them part of the bitmap or output separately to take   advantage of the higher printer resolutions (e.g. PostScript).    Bit can also be used as a graphical user interface to many existing   image processing programs by defining external bindings which in essence   turn command line oriented programs into bit subfunctions and can be   accessed by a press of a button, and best of all, the processed image   will be read back and displayed immediately. Convolution using exter-   nally defined matrices of arbitrary order can be performed dynamically   giving great flexibility in processing an image.  FEATURES    Bit performs all of its image manipulations interactively with a   continuous progress report, and once the processing is complete,    the processed image will be displayed.    Current features include    o Rotates an image by an arbitrary angle with the option of anti-aliasing     and filling the ""rotated out"" region with an arbitrary color.    o Scales an image by arbitrary factors in x- and/or y-directions with     the option of subpixel sampling.    o Renders text of arbitrary color, size or orientation on top of an     image with the option of rendering directly into the raster or saving     the text and raster separately, such as into a PostScript file, to     take advantage of a higher printer resolution. Besides normal text     strings, many predefined special symbols can be input conveniently as     in TeX(1), e.g., $\alpha$\small$\beta$ produces Greek alphabet alpha     followed by a slightly smaller Greek alphabet beta.    o Presents graphically the histogram of an image.    o Performs arbitrary 1-to-1 pixel transformation.  The transformation     function can be specified interactively and can be of arbitrary     forms. Further, the transformation can be applied to RGB channels     separately or simultaneously and to the entire image or a portion of     it. Many difficult tasks, such as thresholding, can be accomplished     rather easily by 1-to-1 transformation in combination with the avai-     lability of graphical histograms of the image.    o Places simple geometric figures (SGFs), e.g., arrows, circles, trian-     gles etc., of arbitrary color, size and orientation into an image at     arbitrary locations addressed either in absolute pixels or in some     user definable coordinate system units, with the option of rendering     directly into the raster or save the sgfs and raster separately (e.g,     PostScript file). All SGFs can be scaled in x- and y-directions     independently or simultaneously (this is how to get an ellipse from a     circle).    o Performs edge detection. In combination with image histograms and 1-     to-1 transformation, very accurate result can be obtained.    o Performs histogram equalization.    o Performs convolution with externally defined (square) matrices of     arbitrary order.    o Crops a rectangular portion of an image.    o Cuts and pastes across images.    o Magnifies any portion of an image by any amount.    o Displays a list of images in sequence with a user specifiable pause     interval between images. (SlideShow)    o Measures RGB intensities of a pixel at any location or all pixels     along an arbitrary line with the result presented as RGB intensities     or as an intensity vs. distance plot.    o Performs image type conversions.    o Converts image formats.    o Smoothes an image (Special convolution).    o Filters an image by external programs and read the filtered image     back and display it.    o Modify an individual pixel's RGB values.    o Performs FFT on the entire image or a portion of it and display the     resulting power spectra.    o Spray and brush paint in full color (unavailable in this pre-release).   SUPPORTED FORMATS       o  IRIS RGB, native to SGI IRIS       o  JPEG(JFIF) format       o  CompuServ GIF       o  PNM(Portable Any Map), including PPM, PGM and PBM.       o  XBM (X Window Bitmap)       o  TIFF       o  PostScript(Write only)  Hardware requirements: ---------------------------------------------------------------    Any SGI workstation that supports RGBmode(), including indigoes.  Where to get it: ---------------------------------------------------------------    anonymous ftp to monte.svec.uh.edu   /pub/bit/bitxxx.tar.Z    where xxx is the version number. Current version is 0.73     Read src/01Readme for installation instructions after unpacking  Acknowledgement: ---------------------------------------------------------------    JPEG support is based on the Independent JPEG groups's library Version 4.    FORMS library, developed by Mark Overmars, is used for GUI.    Both JPEG and FORMS library are included in this release.  ---------------------------------------------------------------   Bit is the program you will ever need to view and annotate   images; The built-in editing features will satisfy most of   your editing needs. In addition, the external filter and dynamical   kernel will utilize any program you already have. So try it   (and you will like it).",0
talk.politics.misc,"Announcing the Trincoll Journal                                                        Trinity College's Paperless Publication  The Trincoll Journal is an interactive magizine written in Hypercard.  This publication offers a wide variety of information concerning the ""Trinity Campus"", and the Greater Hartford Area. In addition the Journal also provides a unique forum for opinion and expression.  We would like to invite the Internet community to participate in the creation of this publication by submitting Articles, Art Work, Events (for the Greater Hartford Area only), and anything else that you think is interesting, to the Journal each week.  Articles may be written about anything as long as they are written well!  We are also interested in mirroring Newsletters and other information not easily accessible to non-intensive Macintosh Users.  The weekly deadline for submitting Materials is Wendsday 10:00pm (Eastern Standard Time). Please send all submissions to: Journal@mail.trincoll.edu  To receive the Journal each Week send a mail message with the words ""Subscribe Journal"" as the subject line to: Journal@mail.trincoll.edu. Please include Full name and instituion in the body of text.",1
talk.politics.misc,"   I would not be suprised if the equipment is compatible, in fact New York Telephone (NYNEX) spend a lot of money on Swedish switching equipment recently.    You can guess what brand of equipment I refer to :-)  Michael",0
talk.religion.misc," Let's see, if Alexander destroyed Tyre, and people move back, and they construct houses, and after a while 14000 people live there and still call it Tyre, it is not considered to be rebuilt. Instead it's considered to be 'just-some-people-that-got-together-for-fishing- and-they-needed-houses' place.   Sigh, I was never born in a city then (my home town has 10.000 people). I have to consult my city and inform them that it's from now a fishing village. When this city (Kristinestad) was founded in the 17:th century about 1000 people lived there, so the norms were even more bizarre for dumb Swedish queens who founded cities along the coast of Finland.  I would like to know why Paul thought is was worth mentioning the  small fishing place of Tyre in Acts. Again, maybe he was a keen fisherman and wanted to visit the shores of Tyre? :-)  Cheers, Kent",1
talk.religion.misc,"stuff deleted stuff deleted  The problem mentioned last is a known Quadra SCSI problem, it was heavily discussed last year and an Apple employee pointed out that there was a one byte error in the SCSI driver routine for the Quadra's (at least the 700 and 900).  System 7.1 should not have that problem, for most people the  solution was to get an updated driver from the drive manufactor.  In my case MASS Microsystems wrote a new driver which fixed the problem on my Quadra 700, all that occured early last year.",0
comp.sys.ibm.pc.hardware,"Hi,  I just bought a Mitsumi CD-ROM drive and a SB Pro soundcard.  The pin outs on the CD-ROM line-out and the SB Pro CD-IN are not the same.  I am considering taking the RCA output jacks on the Mitsumi interface card and routing them to the line-in input on the SB Pro.  Will this work with multi-media software that uses the CD-ROM and the SB Pro or do I need to go to the CD-IN pins on the SB-Pro.  Thanks,  John  -------------------------------------------------------------------------------",1
comp.sys.ibm.pc.hardware,"          This is a 1950s idea.  Supposedly, splicing in a frame of ""Buy popcorn"" upped popcorn sales in a movie theatre.  Big flap at the time. Congress involved.  Talk of making it illegal.  General agreement by networks not to do it.        A few years ago, some junior person at an advertising agency re-invented subliminal projection and one commercial went out on tape with single-frame messages.  It aired on a few stations, but a tech at one station, previewing the tape, noticed a flicker and looked at the tape frame-by-frame to find the ""defect"".  Big flap.  FCC notified. Commercial pulled.  Press reports. Embarassed ad agency.  You could probably find the press reports via Dialog or Nexis if you wanted.        Now that everybody has VCRs, it's not likely that anybody could get away with this on TV.",0
sci.med,"A friend of mine has a trouble with her ears ringing.  The ringing is so loud that she has great difficulty sleeping at night.  She says that she hasn't  had a normal night's sleep in about 6 months (she looks like it too :-(). This is making her depressed so her doctor has put her on anti-depressants.  The ringing started rather suddenly about 6 months ago.  She is quickly losing sleep, social life and sanity over this.  Does anyone know of any treatments for this?  Any experience?  Coping mechanisms?  Any opinions on the anti-depressant drugs?",1
sci.med," I can't even hear the fan on my 650.....gee I wonder if its working.....yup, just checked, its exhausting air out the back just fine.  Gary  -- ",0
comp.windows.x,"  I've used X11R5 with classics set for both 1024x768 and 1152x900 (you can choose which resolution you want in the PROM monitor before booting).  One person had trouble with X11R5 that was fixed by using the multi-screen version.  Here's how our version was built. (You can just copy /usr/local/X11R5/bin/Xsun from farside.rutgers.edu if you just want to see whether this version will work.)    R5 distribution installed,         from pub/R5/mit-[1-4] and contrib-[1-3] on export.lcs.mit.edu   patches 1 - 23 installed, 	from pub/R5/fixes on export   R5 Xsun Multi-screen patches installed,  	from contrib/R5.Xsun.multi-screen* on export, 22-Mar-93   Solaris 2.1 patches installed, release 1/update 2, 	from contrib/R5.SunOS5.patch* on export, 22-Mar-93",1
comp.windows.x,  Can You report CRT and other register state in this mode ?  Thank's.,0
comp.sys.mac.hardware,"stuff deleted stuff deleted  The problem mentioned last is a known Quadra SCSI problem, it was heavily discussed last year and an Apple employee pointed out that there was a one byte error in the SCSI driver routine for the Quadra's (at least the 700 and 900).  System 7.1 should not have that problem, for most people the  solution was to get an updated driver from the drive manufactor.  In my case MASS Microsystems wrote a new driver which fixed the problem on my Quadra 700, all that occured early last year.",1
